1,1960-09-04,15:00,90,1,Regulier,3,2
2,1960-09-04,15:00,553,30,Regulier,5,0
3,1960-09-04,15:00,246,35,Regulier,0,7
4,1960-09-04,15:00,373,16,Regulier,0,2
5,1960-09-04,15:00,13,33,Regulier,1,0
6,1960-09-04,15:00,2,3434,Regulier,2,1
7,1960-09-04,15:00,3,10,Regulier,1,2
8,1960-09-04,15:00,4,7,Regulier,2,1
9,1960-09-11,15:00,35,4,Regulier,2,3
10,1960-09-11,15:00,33,553,Regulier,1,3
11,1960-09-11,15:00,16,90,Regulier,3,0
12,1960-09-11,15:00,7,13,Regulier,3,0
13,1960-09-11,15:00,1,2,Regulier,2,3
14,1960-09-11,15:00,3434,3,Regulier,1,1
15,1960-09-11,15:00,30,246,Regulier,1,0
16,1960-09-11,15:00,10,373,Regulier,3,0
17,1960-09-18,15:00,13,30,Regulier,3,0
18,1960-09-18,15:00,16,246,Regulier,0,0
19,1960-09-18,15:00,3,33,Regulier,1,1
20,1960-09-18,15:00,90,35,Regulier,0,0
21,1960-09-18,15:00,2,7,Regulier,3,1
22,1960-09-18,15:00,373,3434,Regulier,2,0
23,1960-09-18,15:00,10,1,Regulier,0,1
24,1960-09-18,15:00,553,4,Regulier,0,1
25,1960-09-25,15:00,33,90,Regulier,0,4
26,1960-09-25,15:00,1,3,Regulier,0,0
27,1960-09-25,15:00,7,373,Regulier,3,0
28,1960-09-25,15:00,4,10,Regulier,2,1
29,1960-09-25,15:00,246,13,Regulier,4,1
30,1960-09-25,15:00,3434,16,Regulier,0,3
31,1960-09-25,15:00,30,2,Regulier,3,4
32,1960-09-25,15:00,35,553,Regulier,3,1
33,1960-10-09,15:00,373,35,Regulier,2,2
34,1960-10-09,15:00,7,246,Regulier,1,1
35,1960-10-09,15:00,3434,30,Regulier,0,2
36,1960-10-09,15:00,16,33,Regulier,5,2
37,1960-10-09,15:00,10,90,Regulier,5,2
38,1960-10-09,15:00,13,1,Regulier,2,1
39,1960-10-09,15:00,3,553,Regulier,0,0
40,1960-10-09,15:00,2,4,Regulier,1,1
41,1960-10-16,15:00,33,10,Regulier,1,0
42,1960-10-16,15:00,4,16,Regulier,0,0
43,1960-10-16,15:00,35,30,Regulier,4,0
44,1960-10-16,15:00,90,373,Regulier,3,0
45,1960-10-16,15:00,246,2,Regulier,2,1
46,1960-10-16,15:00,1,3434,Regulier,2,2
47,1960-10-16,15:00,3,13,Regulier,3,2
48,1960-10-16,15:00,553,7,Regulier,2,2
49,1960-10-23,15:00,16,35,Regulier,2,1
50,1960-10-23,15:00,373,4,Regulier,1,0
51,1960-10-23,15:00,2,13,Regulier,0,0
52,1960-10-23,15:00,1,33,Regulier,4,1
53,1960-10-23,15:00,90,3,Regulier,3,1
54,1960-10-23,15:00,10,246,Regulier,1,0
55,1960-10-23,15:00,3434,553,Regulier,2,1
56,1960-10-23,15:00,30,7,Regulier,1,0
57,1960-11-06,15:00,246,3434,Regulier,1,0
58,1960-11-06,15:00,553,1,Regulier,3,1
59,1960-11-06,15:00,30,373,Regulier,2,0
60,1960-11-06,15:00,7,90,Regulier,1,2
61,1960-11-06,15:00,35,33,Regulier,2,2
62,1960-11-06,15:00,13,16,Regulier,1,2
63,1960-11-06,15:00,4,3,Regulier,1,1
64,1960-11-06,15:00,2,10,Regulier,1,3
65,1960-11-13,15:00,10,35,Regulier,0,2
66,1960-11-13,15:00,16,30,Regulier,2,1
67,1960-11-13,15:00,3434,13,Regulier,0,1
68,1960-11-13,15:00,90,553,Regulier,3,1
69,1960-11-13,15:00,373,246,Regulier,1,1
70,1960-11-13,15:00,1,7,Regulier,1,3
71,1960-11-13,15:00,3,2,Regulier,4,2
72,1960-11-13,15:00,33,4,Regulier,0,1
73,1960-11-27,15:00,7,16,Regulier,2,1
74,1960-11-27,15:00,35,1,Regulier,3,2
75,1960-11-27,15:00,246,3,Regulier,3,0
76,1960-11-27,15:00,553,373,Regulier,2,1
77,1960-11-27,15:00,13,90,Regulier,9,2
78,1960-11-27,15:00,2,33,Regulier,2,0
79,1960-11-27,15:00,4,3434,Regulier,3,1
80,1960-11-27,15:00,30,10,Regulier,3,2
81,1960-12-04,14:45,90,3434,Regulier,2,0
82,1960-12-04,14:45,4,13,Regulier,3,2
83,1960-12-04,15:00,3,373,Regulier,2,0
84,1960-12-04,15:00,1,30,Regulier,2,1
85,1960-12-04,15:00,553,246,Regulier,5,0
86,1960-12-04,15:00,33,7,Regulier,2,2
87,1960-12-04,16:00,10,16,Regulier,0,0
88,1960-12-04,19:30,35,2,Regulier,1,0
89,1960-12-11,14:45,90,4,Regulier,2,2
90,1960-12-11,14:45,3,7,Regulier,0,1
91,1960-12-11,14:45,3434,35,Regulier,0,1
92,1960-12-11,14:45,16,553,Regulier,1,2
93,1960-12-11,14:45,10,13,Regulier,1,3
94,1960-12-11,14:45,1,246,Regulier,1,0
95,1960-12-11,14:45,373,2,Regulier,1,0
96,1960-12-11,14:45,33,30,Regulier,2,0
97,1960-12-18,14:45,30,90,Regulier,3,1
98,1960-12-18,14:45,13,373,Regulier,1,1
99,1960-12-18,14:45,35,3,Regulier,0,0
100,1960-12-18,14:45,2,16,Regulier,3,1
101,1960-12-18,14:45,4,1,Regulier,1,1
102,1960-12-18,14:45,553,10,Regulier,4,0
103,1960-12-18,14:45,7,3434,Regulier,1,1
104,1960-12-18,14:45,246,33,Regulier,0,0
105,1960-12-24,17:00,7,10,Regulier,1,3
106,1960-12-24,17:00,13,35,Regulier,1,0
107,1960-12-25,14:45,2,553,Regulier,3,0
108,1960-12-25,14:45,373,1,Regulier,1,0
109,1960-12-25,15:00,3434,33,Regulier,3,2
110,1960-12-25,15:00,30,4,Regulier,1,1
111,1960-12-25,17:00,246,90,Regulier,1,1
112,1960-12-25,19:00,16,3,Regulier,2,2
113,1961-01-01,15:00,1,16,Regulier,1,4
114,1961-01-01,15:00,33,373,Regulier,1,3
115,1961-01-01,15:00,3,30,Regulier,4,1
116,1961-01-01,15:00,90,2,Regulier,1,2
117,1961-01-01,15:00,10,3434,Regulier,4,0
118,1961-01-01,15:00,35,7,Regulier,0,5
119,1961-01-01,15:00,553,13,Regulier,2,3
120,1961-01-01,15:00,4,246,Regulier,1,1
121,1961-01-08,14:45,30,553,Regulier,3,1
122,1961-01-08,14:45,3434,2,Regulier,0,1
123,1961-01-08,14:45,1,90,Regulier,5,1
124,1961-01-08,14:45,35,246,Regulier,1,1
125,1961-01-08,14:45,10,3,Regulier,4,1
126,1961-01-08,14:45,7,4,Regulier,1,1
127,1961-01-08,15:00,33,13,Regulier,0,0
128,1961-01-08,18:00,16,373,Regulier,1,0
129,1961-01-15,15:00,90,16,Regulier,3,3
130,1961-01-15,15:00,3,3434,Regulier,3,1
131,1961-01-15,15:00,2,1,Regulier,1,1
132,1961-01-15,15:00,13,7,Regulier,2,0
133,1961-01-15,15:00,4,35,Regulier,0,0
134,1961-01-15,15:00,553,33,Regulier,4,0
135,1961-01-15,15:00,373,10,Regulier,1,0
136,1961-01-15,17:00,246,30,Regulier,0,0
137,1961-01-22,15:00,3434,373,Regulier,0,0
138,1961-01-22,15:00,246,16,Regulier,0,2
139,1961-01-22,15:00,30,13,Regulier,1,1
140,1961-01-22,15:00,1,10,Regulier,3,1
141,1961-01-22,15:00,33,3,Regulier,0,3
142,1961-01-22,15:00,35,90,Regulier,7,0
143,1961-01-22,15:00,7,2,Regulier,0,1
144,1961-01-22,15:00,4,553,Regulier,0,1
145,1961-01-29,15:00,16,3434,Regulier,4,0
146,1961-01-29,15:00,13,246,Regulier,3,1
147,1961-01-29,15:00,373,7,Regulier,3,2
148,1961-01-29,15:00,3,1,Regulier,1,1
149,1961-01-29,15:00,553,35,Regulier,2,4
150,1961-01-29,15:00,90,33,Regulier,1,0
151,1961-01-29,15:00,10,4,Regulier,0,9
152,1961-01-29,15:00,2,30,Regulier,2,2
153,1961-02-05,15:00,35,373,Regulier,1,0
154,1961-02-05,15:00,90,10,Regulier,2,0
155,1961-02-05,15:00,30,3434,Regulier,1,0
156,1961-02-05,15:00,246,7,Regulier,1,1
157,1961-02-05,15:00,33,16,Regulier,3,3
158,1961-02-05,15:00,4,2,Regulier,0,0
159,1961-02-05,15:00,1,13,Regulier,3,0
160,1961-02-05,15:00,553,3,Regulier,2,1
161,1961-02-12,15:00,16,4,Regulier,2,0
162,1961-02-12,15:00,10,33,Regulier,1,0
163,1961-02-12,15:00,373,90,Regulier,2,2
164,1961-02-12,15:00,3434,1,Regulier,2,0
165,1961-02-12,15:00,13,3,Regulier,2,3
166,1961-02-12,15:00,30,35,Regulier,1,2
167,1961-02-12,15:00,7,553,Regulier,4,2
168,1961-02-12,15:00,2,246,Regulier,1,1
169,1961-02-19,15:00,3,90,Regulier,2,2
170,1961-02-19,15:00,35,16,Regulier,1,1
171,1961-02-19,15:00,13,2,Regulier,2,1
172,1961-02-19,15:00,4,373,Regulier,1,0
173,1961-02-19,15:00,33,1,Regulier,2,2
174,1961-02-19,15:00,246,10,Regulier,1,0
175,1961-02-19,15:00,553,3434,Regulier,0,2
176,1961-02-19,15:00,7,30,Regulier,1,1
177,1961-02-26,15:00,16,13,Regulier,1,0
178,1961-02-26,15:00,33,35,Regulier,0,2
179,1961-02-26,15:00,90,7,Regulier,1,1
180,1961-02-26,15:00,3,246,Regulier,3,0
181,1961-02-26,15:00,10,2,Regulier,3,4
182,1961-02-26,15:00,3434,4,Regulier,1,3
183,1961-02-26,15:00,1,553,Regulier,1,0
184,1961-02-26,15:00,373,30,Regulier,3,1
185,1961-03-05,15:00,30,1,Regulier,2,2
186,1961-03-05,15:00,13,4,Regulier,0,2
187,1961-03-05,15:00,16,10,Regulier,2,0
188,1961-03-05,15:00,2,35,Regulier,1,0
189,1961-03-05,15:00,7,33,Regulier,0,2
190,1961-03-05,15:00,373,3,Regulier,4,0
191,1961-03-05,15:00,3434,90,Regulier,3,1
192,1961-03-05,15:00,246,553,Regulier,1,1
193,1961-03-26,15:00,33,3434,Regulier,2,0
194,1961-03-26,15:00,90,246,Regulier,2,2
195,1961-03-26,15:00,553,2,Regulier,2,1
196,1961-03-26,15:00,10,7,Regulier,2,1
197,1961-03-26,15:00,35,13,Regulier,1,0
198,1961-03-26,15:00,1,373,Regulier,2,0
199,1961-03-26,15:00,4,30,Regulier,2,0
200,1961-03-26,18:00,3,16,Regulier,1,1
201,1961-04-09,15:00,7,35,Regulier,3,1
202,1961-04-09,15:00,30,3,Regulier,6,2
203,1961-04-09,15:00,2,90,Regulier,0,0
204,1961-04-09,15:00,3434,10,Regulier,1,1
205,1961-04-09,15:00,373,33,Regulier,1,0
206,1961-04-09,15:00,16,1,Regulier,2,0
207,1961-04-09,15:00,246,4,Regulier,0,3
208,1961-04-09,15:00,13,553,Regulier,0,0
209,1961-04-16,15:00,35,10,Regulier,3,0
210,1961-04-16,15:00,13,3434,Regulier,3,2
211,1961-04-16,15:00,246,1,Regulier,2,0
212,1961-04-16,15:00,30,16,Regulier,0,6
213,1961-04-16,15:00,7,3,Regulier,4,1
214,1961-04-16,15:00,553,90,Regulier,1,0
215,1961-04-16,15:00,2,373,Regulier,0,3
216,1961-04-16,15:00,4,33,Regulier,1,0
217,1961-04-23,15:00,16,7,Regulier,3,1
218,1961-04-23,15:00,1,35,Regulier,0,2
219,1961-04-23,15:00,90,13,Regulier,1,1
220,1961-04-23,15:00,373,553,Regulier,0,0
221,1961-04-23,15:00,10,30,Regulier,4,4
222,1961-04-23,15:00,3434,246,Regulier,2,2
223,1961-04-23,15:00,3,4,Regulier,1,1
224,1961-04-23,15:00,33,2,Regulier,2,1
225,1961-04-30,15:00,553,16,Regulier,1,1
226,1961-04-30,15:00,35,3434,Regulier,0,1
227,1961-04-30,15:00,246,373,Regulier,1,2
228,1961-04-30,15:00,13,10,Regulier,3,0
229,1961-04-30,15:00,4,90,Regulier,3,1
230,1961-04-30,15:00,2,3,Regulier,1,0
231,1961-04-30,15:00,7,1,Regulier,1,2
232,1961-04-30,15:00,30,33,Regulier,1,1
233,1961-05-07,15:00,373,13,Regulier,0,0
234,1961-05-07,15:00,3,35,Regulier,3,2
235,1961-05-07,15:00,16,2,Regulier,7,0
236,1961-05-07,15:00,90,30,Regulier,1,3
237,1961-05-07,15:00,10,553,Regulier,0,1
238,1961-05-07,15:00,3434,7,Regulier,0,5
239,1961-05-07,15:00,33,246,Regulier,0,0
240,1961-05-07,15:00,1,4,Regulier,3,2
241,1961-09-03,15:00,1,4,Regulier,3,1
242,1961-09-03,15:00,373,246,Regulier,3,0
243,1961-09-03,15:00,16,13,Regulier,1,1
244,1961-09-03,15:00,30,90,Regulier,2,3
245,1961-09-03,15:00,35,553,Regulier,6,1
246,1961-09-03,15:00,12,41,Regulier,3,1
247,1961-09-03,15:00,10,3,Regulier,1,2
248,1961-09-03,19:30,7,2,Regulier,2,2
249,1961-09-10,15:00,90,373,Regulier,3,2
250,1961-09-10,15:00,3,16,Regulier,3,2
251,1961-09-10,15:00,2,1,Regulier,1,4
252,1961-09-10,15:00,13,30,Regulier,2,2
253,1961-09-10,15:00,41,35,Regulier,0,3
254,1961-09-10,15:00,246,10,Regulier,1,0
255,1961-09-10,15:00,553,7,Regulier,1,3
256,1961-09-10,15:00,4,12,Regulier,3,0
257,1961-09-17,15:00,16,2,Regulier,1,1
258,1961-09-17,15:00,3,90,Regulier,1,0
259,1961-09-17,15:00,373,13,Regulier,1,2
260,1961-09-17,15:00,246,12,Regulier,7,2
261,1961-09-17,15:00,1,35,Regulier,1,4
262,1961-09-17,15:00,7,41,Regulier,1,0
263,1961-09-17,15:00,10,4,Regulier,0,0
264,1961-09-17,15:00,30,553,Regulier,2,4
265,1961-09-24,15:00,90,10,Regulier,2,0
266,1961-09-24,15:00,553,1,Regulier,1,1
267,1961-09-24,15:00,41,16,Regulier,0,1
268,1961-09-24,15:00,12,7,Regulier,1,3
269,1961-09-24,15:00,35,3,Regulier,2,0
270,1961-09-24,15:00,4,30,Regulier,1,0
271,1961-09-24,15:00,13,246,Regulier,2,0
272,1961-09-24,15:00,2,373,Regulier,1,1
273,1961-10-01,15:00,373,7,Regulier,1,2
274,1961-10-01,15:00,90,553,Regulier,2,0
275,1961-10-01,15:00,4,35,Regulier,1,2
276,1961-10-01,15:00,10,41,Regulier,1,0
277,1961-10-01,15:00,246,16,Regulier,1,2
278,1961-10-01,15:00,1,13,Regulier,0,1
279,1961-10-01,15:00,3,2,Regulier,1,1
280,1961-10-01,15:00,30,12,Regulier,3,5
281,1961-10-08,15:00,2,246,Regulier,1,3
282,1961-10-08,15:00,12,3,Regulier,0,2
283,1961-10-08,15:00,553,10,Regulier,1,1
284,1961-10-08,15:00,16,4,Regulier,2,1
285,1961-10-08,15:00,35,30,Regulier,1,1
286,1961-10-08,15:00,41,373,Regulier,2,2
287,1961-10-08,15:00,13,90,Regulier,1,1
